DeviceId	Company_Name	expiry date	batteryVoltage	OnRoadSince	RPM	longitude	latitude	population	manufacturingDate
VIM_2.4_242	A		3.793303922	1/1/1991	0.680648335	77.10544782	29.0219314	2420	9/1/1990
VIM_2.4_243	I		3.059047833	12/1/1991	0.707656306	77.38104393	28.43067702	2430	8/1/1991
VIM_2.4_244	F		3.744029617	9/1/1993	0.863306229	77.39073443	28.84434652	2440	9/1/1993
VIM_2.4_245	F		3.378102611	12/1/1993	0.223672238	76.96212031	28.58709525	2450	12/1/1993
VIM_2.4_246	D		3.294426244	10/1/1992	0.115859501	77.0206063	28.38388898	2460	8/1/1992
VIM_2.4_247	A		3.940975506	3/1/1992	0.158311395	77.24055435	29.03874769	2470	12/1/1991
VIM_2.4_248	A		3.852904422	1/1/1993	0.373146497	77.33691644	28.88800567	2480	11/1/1992
VIM_2.4_249	B		3.033371203	8/1/1994	0.447598783	76.94438481	28.78577891	2490	5/1/1994
VIM_2.4_250	E		3.906821822	2/1/1992	0.955653031	77.1233588	28.91663868	2500	1/1/1992
VIM_2.4_251	G		3.153026466	4/1/1991	0.332335434	77.36904597	28.79676351	2510	2/1/1991
VIM_2.4_252	H		3.237362088	7/1/1991	0.889794948	77.18416377	29.02347051	2520	4/1/1991
VIM_2.4_253	F		3.321456439	2/1/1994	0.620770918	77.46659796	28.61300883	2530	11/1/1993
VIM_2.4_254	I		3.55011639	12/1/1992	0.874851261	76.81250191	28.91574372	2540	11/1/1992
VIM_2.4_255	I		3.530144698	5/1/1990	0.407814393	76.78255058	28.96945931	2550	2/1/1990
VIM_2.4_256	B		3.977402829	10/1/1994	0.260839403	77.01005958	28.59774258	2560	8/1/1994
VIM_2.4_257	F		3.144853171	5/1/1995	0.56065261	77.0384567	29.02955843	2570	1/1/1995
VIM_2.4_258	B		3.387507577	11/1/1992	0.820345007	76.93347058	28.33048997	2580	11/1/1992
VIM_2.4_259	H		3.07994826	10/1/1992	0.192469039	77.1825155	28.96010795	2590	10/1/1992
VIM_2.4_260	B		3.056673307	12/1/1993	0.007528736	77.17601289	28.99445046	2600	11/1/1993
VIM_2.4_261	J		3.680177671	5/1/1990	0.227792311	76.70398874	29.00480369	2610	4/1/1990
VIM_2.4_262	F		3.598848777	6/1/1992	0.963392862	77.0821202	28.55459883	2620	6/1/1992
VIM_2.4_263	C		3.331956705	12/1/1990	0.597014015	77.18097542	28.93926419	2630	10/1/1990
VIM_2.4_264	G		3.730597847	8/1/1990	0.978916215	77.26498117	28.62480481	2640	7/1/1990
VIM_2.4_265	C		3.594245896	7/1/1994	0.66982695	77.28727789	29.06571084	2650	5/1/1994
VIM_2.4_266	J		3.977154548	10/1/1993	0.047190493	77.4106707	28.90203679	2660	9/1/1993
VIM_2.4_267	I		3.114741647	10/1/1990	0.854429172	76.95083383	28.84899083	2670	9/1/1990
VIM_2.4_268	E		3.868838773	11/1/1992	0.631785253	77.28711473	28.52685386	2680	8/1/1992
VIM_2.4_269	J		3.866391877	10/1/1994	0.823419302	76.7674899	28.99262466	2690	8/1/1994
VIM_2.4_270	B		3.703242572	4/1/1990	0.438977146	76.79234014	28.73928952	2700	2/1/1990
VIM_2.4_271	E		3.017950958	3/1/1992	0.338034405	77.14357606	28.98590655	2710	2/1/1992
VIM_2.4_272	I		3.811571255	11/1/1994	0.318728138	77.32416907	28.6031494	2720	8/1/1994
VIM_2.4_273	I		3.344286991	9/1/1991	0.92957413	77.046939	28.9245988	2730	5/1/1991
VIM_2.4_274	B		3.389481472	6/1/1990	0.021889953	77.192318	28.31044873	2740	4/1/1990
VIM_2.4_275	D		3.57490955	5/1/1991	0.691367657	76.91922545	28.91900406	2750	2/1/1991
VIM_2.4_276	F		3.087881334	1/1/1992	0.764969234	77.48043479	28.35028253	2760	9/1/1991
VIM_2.4_277	B		3.320853779	7/1/1991	0.004451303	76.73556625	28.77401653	2770	3/1/1991
VIM_2.4_278	A		3.466175403	8/1/1991	0.61687582	76.74508187	28.52694339	2780	6/1/1991
VIM_2.4_279	C		3.279984348	6/1/1991	0.727272305	77.11066308	28.46121902	2790	2/1/1991
VIM_2.4_280	E		3.516338034	10/1/1991	0.227282498	77.08186279	29.10234925	2800	6/1/1991
VIM_2.4_281	F		3.377590478	1/1/1993	0.685943634	77.26920156	28.8847943	2810	12/1/1992
VIM_2.4_282	I		3.342283103	6/1/1993	0.974242454	76.99513201	28.63194857	2820	5/1/1993
VIM_2.4_283	E		3.99342947	9/1/1991	0.075536003	77.01635737	29.01038784	2830	9/1/1991
VIM_2.4_284	D		3.820393289	4/1/1993	0.603753102	76.85257643	28.52741012	2840	4/1/1993
VIM_2.4_285	D		3.31275984	6/1/1990	0.133240366	77.03172696	28.57049604	2850	4/1/1990
VIM_2.4_286	A		3.563353093	12/1/1992	0.552160738	77.08445659	28.73963127	2860	8/1/1992
VIM_2.4_287	G		3.9170484	2/1/1992	0.95315135	76.76541852	28.77994774	2870	2/1/1992
VIM_2.4_288	I		3.235871019	12/1/1994	0.244773747	77.15420124	28.61957747	2880	11/1/1994
VIM_2.4_289	I		3.037048212	11/1/1994	0.928176908	76.89400343	28.52465978	2890	8/1/1994
VIM_2.4_290	A		3.513035642	9/1/1991	0.481325282	77.48378829	29.0170545	2900	8/1/1991
VIM_2.4_291	H		3.09554995	9/1/1993	0.731060954	77.29528378	28.87205482	2910	8/1/1993
VIM_2.4_292	D		3.55987134	5/1/1993	0.660523386	76.95492814	28.50965408	2920	3/1/1993
VIM_2.4_293	F		3.568677603	10/1/1994	0.741341396	77.45910012	28.88305413	2930	6/1/1994
VIM_2.4_294	H		3.46989439	7/1/1993	0.781108028	77.3228813	28.70266714	2940	4/1/1993
VIM_2.4_295	I		3.940726086	2/1/1992	0.462516531	77.18482438	28.46714849	2950	11/1/1991
VIM_2.4_296	F		3.199368593	6/1/1993	0.934304768	76.90304096	28.90344565	2960	5/1/1993
VIM_2.4_297	A		3.428096854	4/1/1994	0.622530828	77.00438512	29.01273624	2970	1/1/1994
VIM_2.4_298	A		3.257669933	7/1/1991	0.158412151	77.04373024	28.52597088	2980	5/1/1991
VIM_2.4_299	J		3.787454103	6/1/1993	0.943664612	76.72083827	28.34371009	2990	3/1/1993
VIM_2.4_300	E		3.421412804	6/1/1994	0.855359971	77.26435803	29.08392871	3000	2/1/1994
VIM_2.4_301	B		3.949686588	10/1/1994	0.280854579	76.98259307	28.327172	3010	6/1/1994
VIM_2.4_302	I		3.685379446	10/1/1994	0.560733475	77.13526959	28.45378833	3020	6/1/1994
VIM_2.4_303	D		3.713105073	1/1/1993	0.609355144	76.85100476	28.48316216	3030	9/1/1992
VIM_2.4_304	H		3.867432449	5/1/1993	0.559566463	77.2323267	28.56413574	3040	1/1/1993
VIM_2.4_305	C		3.343657362	11/1/1993	0.788494235	77.0934777	29.08640694	3050	10/1/1993
VIM_2.4_306	H		3.854919284	8/1/1991	0.78218008	76.71747805	29.00454953	3060	6/1/1991
VIM_2.4_307	C		3.298563981	6/1/1993	0.084251565	76.75148559	28.98205078	3070	2/1/1993
VIM_2.4_308	E		3.605100738	10/1/1992	0.014373159	76.83425547	28.8205313	3080	8/1/1992
VIM_2.4_309	D		3.43206877	7/1/1992	0.443229798	76.81889463	28.53701989	3090	4/1/1992
VIM_2.4_310	H		3.954115876	10/1/1991	0.888575195	76.91702969	28.74096005	3100	6/1/1991
VIM_2.4_311	J		3.1540818	3/1/1992	0.309110857	77.19787309	28.95899784	3110	1/1/1992
VIM_2.4_312	E		3.324575638	1/1/1995	0.040038333	76.90104358	28.40931494	3120	9/1/1994
VIM_2.4_313	C		3.71705004	6/1/1994	0.113002666	77.29836703	28.63765765	3130	6/1/1994
VIM_2.4_314	H		3.394006921	11/1/1994	0.890452163	76.72005565	28.88502207	3140	11/1/1994
VIM_2.4_315	D		3.799035672	3/1/1993	0.69078971	77.23383883	28.35330477	3150	1/1/1993
VIM_2.4_316	B		3.358334431	3/1/1994	0.159822271	76.82765694	28.76407357	3160	12/1/1993
VIM_2.4_317	J		3.298018146	2/1/1991	0.21735701	77.10780235	28.46338244	3170	1/1/1991
VIM_2.4_318	D		3.770472497	6/1/1992	0.792628189	76.78674258	29.01243836	3180	6/1/1992
VIM_2.4_319	C		3.998518201	6/1/1993	0.079025064	77.20522768	28.42554008	3190	3/1/1993
VIM_2.4_320	B		3.611343982	4/1/1994	0.631590071	76.83319839	28.81663496	3200	12/1/1993
VIM_2.4_321	H		3.621998509	3/1/1995	0.74534148	77.39896825	28.77992074	3210	11/1/1994
VIM_2.4_322	J		3.402254538	12/1/1992	0.87461125	77.11498684	29.09053069	3220	11/1/1992
VIM_2.4_323	G		3.038804794	7/1/1991	0.954072751	76.93116546	28.70252257	3230	4/1/1991
VIM_2.4_324	F		3.433844517	7/1/1993	0.127230095	77.14408892	28.94212718	3240	6/1/1993
VIM_2.4_325	E		3.77600998	1/1/1991	0.87430082	77.32383976	28.88570561	3250	12/1/1990
VIM_2.4_326	G		3.647880373	1/1/1995	0.851973964	76.90730821	28.96199157	3260	12/1/1994
VIM_2.4_327	A		3.75003879	7/1/1990	0.260960098	77.13226723	28.57193881	3270	7/1/1990
VIM_2.4_328	A		3.028638531	11/1/1991	0.719108303	77.15535816	28.43497412	3280	7/1/1991
VIM_2.4_329	C		3.909746425	11/1/1993	0.211995491	77.2375269	28.77367131	3290	7/1/1993
VIM_2.4_330	D		3.438801486	4/1/1991	0.961071804	77.25923894	28.44580792	3300	2/1/1991
VIM_2.4_331	G		3.554228047	8/1/1990	0.961939541	77.46704037	29.03724372	3310	6/1/1990
VIM_2.4_332	J		3.420567868	1/1/1994	0.495332627	76.96543496	28.8240441	3320	12/1/1993
VIM_2.4_333	H		3.30782459	7/1/1991	0.59748393	76.89650555	28.6601642	3330	4/1/1991
VIM_2.4_334	A		3.865406742	11/1/1994	0.234173355	77.49897271	28.63151803	3340	10/1/1994
VIM_2.4_335	C		3.223920157	12/1/1990	0.72272046	77.31076254	28.33910785	3350	8/1/1990
VIM_2.4_336	B		3.907071721	12/1/1994	0.147784379	76.80706426	28.69047985	3360	10/1/1994
VIM_2.4_337	B		3.179355062	5/1/1993	0.739393159	77.38722535	29.08293738	3370	2/1/1993
VIM_2.4_338	J		3.9388913	2/1/1991	0.161852847	77.46048807	28.47628773	3380	12/1/1990
VIM_2.4_339	E		3.234779393	2/1/1992	0.526186421	77.21222419	28.73084034	3390	1/1/1992
VIM_2.4_340	H		3.791645507	5/1/1995	0.770147153	76.84482937	28.50314634	3400	1/1/1995
VIM_2.4_341	G		3.935934256	3/1/1991	0.839150981	76.77244608	28.66096722	3410	2/1/1991
VIM_2.4_342	F		3.898054122	5/1/1991	0.756171055	77.39305869	28.69678491	3420	3/1/1991
VIM_2.4_343	B		3.919766056	3/1/1993	0.057930896	77.15964628	28.39766201	3430	3/1/1993
VIM_2.4_344	I		3.872228513	9/1/1991	0.778979064	77.04447531	28.63777788	3440	6/1/1991
VIM_2.4_345	B		3.664087232	6/1/1992	0.781455548	76.88482175	28.51059254	3450	4/1/1992
VIM_2.4_346	H		3.240923635	12/1/1994	0.865605429	76.7101468	28.73714589	3460	8/1/1994
VIM_2.4_347	C		3.220977108	5/1/1990	0.865732049	77.45545695	28.75594722	3470	4/1/1990
VIM_2.4_348	D		3.365277984	8/1/1993	0.940840702	77.45977505	28.78266189	3480	5/1/1993
VIM_2.4_349	D		3.001409145	10/1/1990	0.901942225	77.18764783	28.86167917	3490	10/1/1990
VIM_2.4_350	I		3.770880908	7/1/1990	0.108417115	77.31231101	28.68265586	3500	3/1/1990
VIM_2.4_351	J		3.57735946	7/1/1994	0.183496515	77.33064495	28.53145982	3510	7/1/1994
VIM_2.4_352	D		3.193327287	12/1/1993	0.483764652	77.00522753	29.06092465	3520	9/1/1993
VIM_2.4_353	G		3.510509783	7/1/1990	0.627575294	76.84023388	28.38002369	3530	5/1/1990
VIM_2.4_354	D		3.294891388	3/1/1990	0.201358056	77.32946502	28.42997377	3540	2/1/1990
VIM_2.4_355	B		3.845449395	1/1/1995	0.614295889	77.30648168	28.48438124	3550	12/1/1994
VIM_2.4_356	D		3.844912205	8/1/1993	0.229208043	77.06300205	28.36481125	3560	4/1/1993
VIM_2.4_357	A		3.651448902	1/1/1992	0.077395876	77.08564047	28.45418686	3570	10/1/1991
VIM_2.4_358	C		3.449835487	9/1/1993	0.123241548	77.07859817	28.63167856	3580	9/1/1993
VIM_2.4_359	C		3.720207965	7/1/1990	0.444399593	77.07112525	28.67206157	3590	6/1/1990
VIM_2.4_360	C		3.958822163	5/1/1990	0.913898801	76.82524111	28.64226384	3600	5/1/1990
VIM_2.4_361	E		3.213334667	6/1/1993	0.463364245	76.98673317	28.85174223	3610	2/1/1993
VIM_2.4_362	C		3.051645667	4/1/1993	0.232747195	77.35244515	28.50129436	3620	3/1/1993
VIM_2.4_363	A		3.440137722	7/1/1993	0.20798102	77.04135806	28.62477562	3630	7/1/1993
VIM_2.4_364	C		3.676629035	3/1/1993	0.780694897	77.25659917	28.81979595	3640	3/1/1993
VIM_2.4_365	J		3.775865092	12/1/1990	0.105772052	77.42766477	28.54852862	3650	10/1/1990
VIM_2.4_366	C		3.295656719	2/1/1993	0.040320984	76.92079927	28.78610055	3660	1/1/1993
VIM_2.4_367	C		3.360732265	2/1/1994	0.161938165	77.07644745	28.71002065	3670	11/1/1993
VIM_2.4_368	A		3.934117688	9/1/1992	0.614813587	76.78034483	28.32906965	3680	6/1/1992
VIM_2.4_369	D		3.650662332	1/1/1995	0.229286098	77.1565383	28.49371573	3690	10/1/1994
VIM_2.4_370	D		3.671723654	3/1/1993	0.036674416	77.11970006	28.72444209	3700	12/1/1992
VIM_2.4_371	D		3.948897225	7/1/1990	0.876396462	77.04772122	28.41078153	3710	4/1/1990
VIM_2.4_372	J		3.524511246	9/1/1992	0.549050636	77.47364542	28.30975816	3720	5/1/1992
VIM_2.4_373	J		3.375968796	9/1/1990	0.759220508	76.80083913	29.02191875	3730	5/1/1990
VIM_2.4_374	C		3.991063244	12/1/1994	0.648488489	77.02713089	28.54099916	3740	10/1/1994
VIM_2.4_375	C		3.180504822	9/1/1993	0.24624969	77.36820448	28.59344936	3750	8/1/1993
VIM_2.4_376	I		3.366121229	3/1/1994	0.030820242	76.76535492	28.36192253	3760	11/1/1993
VIM_2.4_377	J		3.223886223	3/1/1992	0.16948971	77.22954055	28.91677309	3770	3/1/1992
VIM_2.4_378	I		3.477977655	6/1/1994	0.630716762	77.1425799	28.9701836	3780	4/1/1994
VIM_2.4_379	G		3.245645169	3/1/1995	0.911355854	77.3505968	28.46016267	3790	12/1/1994
VIM_2.4_380	A		3.414978422	9/1/1993	0.163612511	76.70382852	28.47833701	3800	9/1/1993
VIM_2.4_381	A		3.706184844	8/1/1993	0.311717979	76.9469482	28.45545351	3810	4/1/1993
VIM_2.4_382	I		3.818852498	11/1/1991	0.651286542	77.25069158	28.66445207	3820	8/1/1991
VIM_2.4_383	D		3.731611284	12/1/1990	0.443831363	76.88122441	28.97266358	3830	10/1/1990
VIM_2.4_384	J		3.849811314	8/1/1994	0.480108756	76.91246878	28.97829158	3840	7/1/1994
VIM_2.4_385	E		3.990623549	12/1/1990	0.443435206	77.43826771	28.67622738	3850	8/1/1990
VIM_2.4_386	E		3.286434829	4/1/1992	0.543451423	77.22070393	28.99166624	3860	4/1/1992
VIM_2.4_387	J		3.489281293	9/1/1992	0.761825392	76.80453225	28.94967569	3870	5/1/1992
VIM_2.4_388	A		3.741691477	3/1/1994	0.600679695	77.14054542	28.54793757	3880	11/1/1993
VIM_2.4_389	I		3.802086629	7/1/1992	0.283989823	76.96768101	28.34648576	3890	6/1/1992
VIM_2.4_390	I		3.921657272	12/1/1990	0.065563701	76.74692514	28.43401106	3900	12/1/1990
VIM_2.4_391	H		3.855090645	7/1/1990	0.040611103	76.94220683	28.6161658	3910	6/1/1990
VIM_2.4_392	C		3.945938172	4/1/1995	0.259495604	77.12576378	28.79470057	3920	1/1/1995
VIM_2.4_393	C		3.715341689	5/1/1990	0.86838909	76.99282777	28.3239359	3930	4/1/1990
VIM_2.4_394	A		3.249503488	2/1/1991	0.452704002	77.40263232	28.39434907	3940	1/1/1991
VIM_2.4_395	F		3.18380663	4/1/1993	0.233504625	76.83418071	28.63274394	3950	3/1/1993
VIM_2.4_396	D		3.49647327	6/1/1991	0.675506522	77.15184854	28.9763808	3960	4/1/1991
VIM_2.4_397	J		3.366970175	10/1/1993	0.355009413	77.49089265	29.06658755	3970	6/1/1993
VIM_2.4_398	B		3.413801523	5/1/1993	0.740015082	76.77695769	28.58214026	3980	2/1/1993
VIM_2.4_399	C		3.368089163	4/1/1992	0.501157543	77.21422624	28.64833099	3990	1/1/1992
VIM_2.4_400	J		3.643544295	3/1/1993	0.970504961	77.13187894	28.51950302	4000	2/1/1993
VIM_2.4_401	C		3.218067965	12/1/1991	0.692486777	76.89234117	29.08600122	4010	11/1/1991
VIM_2.4_402	F		3.310658869	10/1/1991	0.609922126	77.26993272	28.96474324	4020	8/1/1991
VIM_2.4_403	H		3.428184515	12/1/1994	0.165642303	77.11643646	28.81195811	4030	9/1/1994
VIM_2.4_404	D		3.785429389	11/1/1993	0.744352112	77.41450506	28.91335883	4040	9/1/1993
VIM_2.4_405	H		3.75614362	2/1/1991	0.577796128	76.73816502	28.41067243	4050	10/1/1990
VIM_2.4_406	C		3.027493436	1/1/1992	0.82502744	76.88161338	28.82315556	4060	11/1/1991
VIM_2.4_407	B		3.975750959	10/1/1990	0.664858586	76.96802164	28.58838134	4070	10/1/1990
VIM_2.4_408	G		3.036955149	7/1/1990	0.945895101	76.94514239	28.58493082	4080	7/1/1990
VIM_2.4_409	I		3.238537925	9/1/1994	0.951852171	76.82455741	28.402964	4090	9/1/1994
VIM_2.4_410	H		3.934894364	4/1/1994	0.773231343	77.47579651	28.93845938	4100	3/1/1994
VIM_2.4_411	D		3.877844426	9/1/1994	0.944910803	77.18671939	29.08110534	4110	7/1/1994
VIM_2.4_412	E		3.902804	2/1/1991	0.832372614	77.37533132	28.42975893	4120	11/1/1990
VIM_2.4_413	I		3.287592501	2/1/1993	0.744641111	76.84140038	28.86294918	4130	2/1/1993
VIM_2.4_414	F		3.485352455	3/1/1993	0.065803915	76.90910454	28.49541213	4140	1/1/1993
VIM_2.4_415	D		3.912720681	5/1/1991	0.491495328	76.78679299	28.9755347	4150	3/1/1991
VIM_2.4_416	F		3.752966287	4/1/1993	0.567644471	76.78366441	28.46135217	4160	2/1/1993
VIM_2.4_417	I		3.10860181	2/1/1991	0.441271811	77.20560504	28.55457932	4170	2/1/1991
VIM_2.4_418	J		3.991789994	3/1/1994	0.805490342	77.09159594	28.64649803	4180	3/1/1994
VIM_2.4_419	H		3.95092269	12/1/1992	0.256603918	77.49283314	28.44585283	4190	10/1/1992
VIM_2.4_420	A		3.311320999	8/1/1993	0.105215395	77.34865071	28.86368819	4200	4/1/1993
VIM_2.4_421	J		3.070474103	12/1/1992	0.025744843	76.85888325	29.09523203	4210	11/1/1992
VIM_2.4_422	B		3.728537008	1/1/1995	0.787206512	77.31228416	28.43025503	4220	12/1/1994
VIM_2.4_423	J		3.481117746	12/1/1993	0.562055918	77.34887593	28.65151404	4230	11/1/1993
VIM_2.4_424	E		3.209703569	7/1/1991	0.926262133	76.84379229	28.43792433	4240	6/1/1991
VIM_2.4_425	D		3.210248261	12/1/1993	0.83357961	77.22679936	28.51004701	4250	9/1/1993
VIM_2.4_426	J		3.849010889	12/1/1992	0.834333797	76.90326703	28.9235092	4260	9/1/1992
VIM_2.4_427	D		3.677503814	6/1/1992	0.616057364	76.95946344	28.78014656	4270	2/1/1992
VIM_2.4_428	H		3.482062854	7/1/1990	0.578920742	76.85590711	28.91974927	4280	4/1/1990
VIM_2.4_429	B		3.230762887	2/1/1992	0.721113063	77.12302112	28.89885737	4290	2/1/1992
VIM_2.4_430	G		3.169521102	4/1/1993	0.180684023	76.71529322	29.00354551	4300	12/1/1992
VIM_2.4_431	B		3.445796418	11/1/1993	0.250635127	76.84812769	28.51238049	4310	8/1/1993
VIM_2.4_432	J		3.110913577	12/1/1993	0.4755653	77.29863847	28.37161266	4320	8/1/1993
VIM_2.4_433	B		3.559046077	10/1/1993	0.769302074	76.80145756	28.50708298	4330	10/1/1993
VIM_2.4_434	J		3.032165343	6/1/1993	0.89481975	76.97646072	28.51673634	4340	5/1/1993
VIM_2.4_435	A		3.541279383	5/1/1993	0.687578248	76.85881869	28.69233003	4350	3/1/1993
VIM_2.4_436	A		3.523117393	1/1/1993	0.454477556	77.06408741	28.6240464	4360	9/1/1992
VIM_2.4_437	A		3.237744197	8/1/1992	0.95480313	77.19599416	28.7681274	4370	4/1/1992
VIM_2.4_438	G		3.175689702	11/1/1992	0.548755633	77.23625405	28.94267498	4380	10/1/1992
VIM_2.4_439	F		3.621776902	5/1/1992	0.614380171	76.73685033	28.70067326	4390	4/1/1992
VIM_2.4_440	G		3.014744574	4/1/1995	0.967265222	77.22189768	28.68010039	4400	12/1/1994
VIM_2.4_441	F		3.799971885	4/1/1993	0.950221233	77.05747609	28.35882381	4410	1/1/1993
VIM_2.4_442	D		3.072107672	12/1/1990	0.547487838	77.23508251	28.47435829	4420	12/1/1990
VIM_2.4_443	B		3.773846942	6/1/1990	0.273465817	77.18626703	29.08266251	4430	3/1/1990
VIM_2.4_444	I		3.058265862	10/1/1991	0.91093493	76.97805449	28.92944628	4440	10/1/1991
VIM_2.4_445	G		3.516820536	12/1/1991	0.438346001	77.08588687	28.70310617	4450	10/1/1991
VIM_2.4_446	H		3.669681312	2/1/1993	0.577908788	77.4628911	28.79524508	4460	1/1/1993
VIM_2.4_447	D		3.058958892	11/1/1994	0.595847067	76.90155575	28.40902974	4470	8/1/1994
VIM_2.4_448	D		3.146702051	9/1/1993	0.016824294	77.41143674	28.44891344	4480	7/1/1993
VIM_2.4_449	C		3.095256648	12/1/1993	0.798933635	77.13426887	28.77490355	4490	10/1/1993
VIM_2.4_450	B		3.909595536	10/1/1994	0.092149957	77.3948413	28.3211454	4500	7/1/1994
VIM_2.4_451	G		3.074219649	1/1/1993	0.729628712	77.27319504	28.47092946	4510	9/1/1992
VIM_2.4_452	F		3.145713213	4/1/1992	0.540782861	76.9753669	28.60942314	4520	4/1/1992
VIM_2.4_453	J		3.921642462	12/1/1990	0.537861737	77.26065769	28.57621332	4530	9/1/1990
VIM_2.4_454	D		3.954928098	11/1/1991	0.27253795	77.00191139	29.02226968	4540	8/1/1991
VIM_2.4_455	G		3.089080042	12/1/1994	0.208195566	77.30213681	29.06059778	4550	11/1/1994
VIM_2.4_456	A		3.242670495	12/1/1990	0.433967888	77.3065835	28.47848347	4560	12/1/1990
VIM_2.4_457	A		3.446210295	8/1/1992	0.599294766	77.3758868	28.75127609	4570	4/1/1992
VIM_2.4_458	A		3.502577765	7/1/1994	0.096473914	77.18910576	28.53987678	4580	6/1/1994
VIM_2.4_459	J		3.394503578	7/1/1992	0.312384763	77.08449744	29.00887335	4590	6/1/1992
VIM_2.4_460	D		3.150980531	6/1/1990	0.638126144	76.94593101	28.76327831	4600	6/1/1990
VIM_2.4_461	E		3.942831474	7/1/1992	0.386434925	77.11066666	28.91217498	4610	6/1/1992
VIM_2.4_462	F		3.092069475	11/1/1990	0.849209306	76.77352867	28.48221482	4620	8/1/1990
VIM_2.4_463	B		3.264616074	6/1/1992	0.318575635	76.75781979	29.01624674	4630	4/1/1992
VIM_2.4_464	E		3.331446399	8/1/1994	0.335028713	77.4810899	28.44464947	4640	7/1/1994
VIM_2.4_465	E		3.789968997	2/1/1994	0.208736976	77.392949	28.39868357	4650	1/1/1994
VIM_2.4_466	C		3.726061048	3/1/1991	0.101537169	77.18704101	28.36935226	4660	3/1/1991
VIM_2.4_467	E		3.722904362	11/1/1993	0.104595165	76.762546	29.0333702	4670	10/1/1993
VIM_2.4_468	A		3.443810013	6/1/1990	0.660393297	76.79675895	28.51330451	4680	4/1/1990
VIM_2.4_469	B		3.395092163	3/1/1991	0.806223505	77.44988143	28.45608643	4690	3/1/1991
VIM_2.4_470	I		3.80827243	5/1/1994	0.324793147	77.29968955	28.9922838	4700	4/1/1994
VIM_2.4_471	J		3.214048904	1/1/1992	0.856813413	76.79508419	28.74559008	4710	11/1/1991
VIM_2.4_472	F		3.736584098	2/1/1992	0.855933289	77.06373158	28.62380216	4720	1/1/1992
VIM_2.4_473	H		3.899279695	9/1/1993	0.370523825	77.37888017	28.98003074	4730	9/1/1993
VIM_2.4_474	G		3.902294805	12/1/1992	0.382255115	77.34205178	28.75555997	4740	10/1/1992
VIM_2.4_475	F		3.584417119	7/1/1994	0.092230695	77.26960557	28.91020601	4750	7/1/1994
VIM_2.4_476	F		3.257671233	5/1/1991	0.811353052	76.78325518	28.32024732	4760	4/1/1991
VIM_2.4_477	E		3.368501503	10/1/1994	0.870724841	77.12251948	28.73645976	4770	7/1/1994
VIM_2.4_478	C		3.526347507	7/1/1993	0.114149271	77.100472	28.73351674	4780	4/1/1993
VIM_2.4_479	J		3.443911251	6/1/1994	0.880360318	77.46447567	28.57441081	4790	2/1/1994
VIM_2.4_480	E		3.96116211	5/1/1994	0.082015707	77.48074279	28.31634383	4800	5/1/1994
VIM_2.4_481	D		3.946285274	1/1/1994	0.972789129	77.19000011	28.9372745	4810	9/1/1993
VIM_2.4_482	F		3.547532424	9/1/1992	0.161222702	77.13158405	28.84574215	4820	6/1/1992
VIM_2.4_483	F		3.509280348	7/1/1994	0.7840031	76.71577073	28.90481819	4830	7/1/1994
VIM_2.4_484	I		3.294252502	12/1/1991	0.467894903	77.21697038	28.49933198	4840	10/1/1991
VIM_2.4_485	E		3.730448106	9/1/1993	0.211153903	76.99896935	29.06306461	4850	5/1/1993
VIM_2.4_486	F		3.780971655	12/1/1992	0.582010297	77.15079487	28.69143827	4860	11/1/1992
VIM_2.4_487	J		3.723475744	8/1/1992	0.673872164	77.28828432	28.82107636	4870	4/1/1992
VIM_2.4_488	A		3.029200515	9/1/1994	0.41389315	77.48359186	28.59816836	4880	6/1/1994
VIM_2.4_489	I		3.263533842	1/1/1993	0.136073305	76.71595141	28.35762251	4890	11/1/1992
VIM_2.4_490	F		3.481526323	9/1/1994	0.12730404	76.95516194	28.34995622	4900	6/1/1994
VIM_2.4_491	D		3.515506096	10/1/1990	0.915943872	77.25269444	28.37882781	4910	10/1/1990
VIM_2.4_492	H		3.889506038	10/1/1992	0.968577306	77.261129	28.86241633	4920	8/1/1992
VIM_2.4_493	E		3.885266241	7/1/1993	0.915071721	77.16663617	28.5776403	4930	3/1/1993
VIM_2.4_494	A		3.286219619	5/1/1991	0.604457801	77.2536064	28.51711153	4940	2/1/1991
VIM_2.4_495	C		3.504542243	10/1/1992	0.345860571	77.2309368	28.65000854	4950	10/1/1992
VIM_2.4_496	H		3.073745125	6/1/1990	0.886923924	77.07571283	28.9732144	4960	3/1/1990
VIM_2.4_497	E		3.640056018	7/1/1994	0.087331404	76.89536435	28.87611843	4970	7/1/1994
VIM_2.4_498	B		3.791276972	8/1/1991	0.530008202	77.36060316	28.67012401	4980	6/1/1991
VIM_2.4_499	I		3.992320819	1/1/1994	0.343610201	77.213543	28.60088951	4990	12/1/1993
VIM_2.4_500	D		3.733541114	6/1/1993	0.901625243	77.07405575	28.66192302	5000	6/1/1993
VIM_2.4_501	A		3.678123294	10/1/1994	0.62971926	77.41821986	13.00241157	5010	6/1/1994
VIM_2.4_502	G		3.735370286	11/1/1990	0.269421053	77.91510972	12.87176319	5020	11/1/1990
VIM_2.4_503	J		3.140887059	7/1/1993	0.99036845	77.73164722	13.01898589	5030	5/1/1993
VIM_2.4_504	C		3.172241831	7/1/1990	0.00736832	77.9096267	13.01654421	5040	7/1/1990
