DeviceId,Company_Name,SOC,Odometer,latitude,longitude,population,Region,Manufacturing_Date,On_Road_Since,Expiry_Date
VIM-460,Kerala Automotive Limited,70.9627469,63.81261444,28.76327831,76.94593101,459,Delhi,19-Jan-20,15-Jan-20,16-Mar-42
VIM-461,Napino-Bajaj,81.25680916,38.64349249,28.91217498,77.11066666,460,Delhi,16-Jan-20,13-Jan-20,28-Dec-42
VIM-462,Napino-Hero,70.19690318,84.92093064,28.48221482,76.77352867,461,Delhi,26-Dec-19,2-Jan-20,18-Dec-42
VIM-463,Q.Te Bikes,72.44000896,31.85756354,29.01624674,76.75781979,462,Delhi,6-Nov-19,13-Dec-19,21-Jan-42
VIM-464,Napino-Bajaj,73.30880318,33.50287133,28.44464947,77.4810899,463,Delhi,10-Dec-19,15-Jan-20,26-Apr-41
VIM-465,Napino-Bajaj,79.26959696,20.87369759,28.39868357,77.392949,464,Delhi,24-Jan-20,25-Dec-19,26-Aug-42
VIM-466,Qquick,78.43879363,10.1537169,28.36935226,77.18704101,465,Delhi,29-Jan-20,21-Dec-19,25-Mar-43
VIM-467,Napino-Bajaj,78.39775671,10.45951646,29.0333702,76.762546,466,Delhi,6-Nov-19,6-Dec-19,30-Mar-41
VIM-468,Evy Mobility,74.76953017,66.03932968,28.51330451,76.79675895,467,Delhi,14-Jan-20,22-Jan-20,8-Sep-44
VIM-469,Q.Te Bikes,74.13619812,80.62235051,28.45608643,77.44988143,468,Delhi,18-Dec-19,28-Dec-19,14-Jan-43
VIM-470,Campus Share,79.50754159,32.47931474,28.9922838,77.29968955,469,Delhi,10-Dec-19,17-Jan-20,20-Apr-41
VIM-471,Vecmocon Technologies,71.78263575,85.68134127,28.74559008,76.79508419,470,Delhi,1-Jan-20,4-Jan-20,8-Aug-40
VIM-472,Napino-Hero,78.57559327,85.59332886,28.62380216,77.06373158,471,Delhi,22-Jan-20,15-Jan-20,17-Feb-41
VIM-473,Vogo,80.69063604,37.05238249,28.98003074,77.37888017,472,Delhi,13-Nov-19,23-Jan-20,19-Dec-44
VIM-474,Bounce Share,80.72983246,38.22551146,28.75555997,77.34205178,473,Delhi,4-Aug-19,3-Dec-19,27-Mar-41
VIM-475,Napino-Hero,76.59742255,9.223069469,28.91020601,77.26960557,474,Delhi,29-Aug-19,11-Jan-20,30-Sep-42
VIM-476,Napino-Hero,72.34972603,81.13530521,28.32024732,76.78325518,475,Delhi,10-Sep-19,20-Jan-20,23-May-41
VIM-477,Napino-Bajaj,73.79051954,87.07248412,28.73645976,77.12251948,476,Delhi,18-Oct-19,18-Dec-19,19-Dec-40
VIM-478,Qquick,75.84251759,11.41492709,28.73351674,77.100472,477,Delhi,4-Nov-19,7-Jan-20,21-Apr-42
VIM-479,Vecmocon Technologies,74.77084627,88.03603179,28.57441081,77.46447567,478,Delhi,13-Jan-20,1-Feb-20,21-Mar-41
VIM-480,Napino-Bajaj,81.49510742,8.201570652,28.31634383,77.48074279,479,Delhi,13-Aug-19,11-Dec-19,13-Jul-41
VIM-481,Kerala Automotive Limited,81.30170857,97.27891292,28.9372745,77.19000011,480,Delhi,19-Dec-19,30-Dec-19,9-May-41
VIM-482,Napino-Hero,76.11792152,16.12227025,28.84574215,77.13158405,481,Delhi,19-Dec-19,10-Jan-20,3-Apr-42
VIM-483,Napino-Hero,75.62064452,78.40031003,28.90481819,76.71577073,482,Delhi,10-Dec-19,28-Dec-19,9-Jan-44
VIM-484,Campus Share,72.82528253,46.78949027,28.49933198,77.21697038,483,Delhi,22-Sep-19,15-Dec-19,25-Sep-44
VIM-485,Napino-Bajaj,78.49582537,21.11539032,29.06306461,76.99896935,484,Delhi,5-Nov-19,1-Feb-20,15-Dec-43
VIM-486,Napino-Hero,79.15263151,58.20102969,28.69143827,77.15079487,485,Delhi,22-Sep-19,4-Jan-20,27-Jun-44
VIM-487,Vecmocon Technologies,78.40518468,67.38721644,28.82107636,77.28828432,486,Delhi,29-Oct-19,10-Jan-20,5-May-41
VIM-488,Evy Mobility,69.3796067,41.38931495,28.59816836,77.48359186,487,Delhi,8-Oct-19,2-Jan-20,10-Dec-44
VIM-489,Campus Share,72.42593994,13.60733051,28.35762251,76.71595141,488,Delhi,3-Jan-20,10-Dec-19,22-May-41
VIM-490,Napino-Hero,75.2598422,12.730404,28.34995622,76.95516194,489,Delhi,6-Aug-19,16-Jan-20,9-May-43
VIM-491,Kerala Automotive Limited,75.70157925,91.59438719,28.37882781,77.25269444,490,Delhi,13-Dec-19,14-Dec-19,25-May-43
VIM-492,Vogo,80.5635785,96.85773058,28.86241633,77.261129,491,Delhi,20-Nov-19,15-Jan-20,21-Nov-41
VIM-493,Napino-Bajaj,80.50846113,91.50717212,28.5776403,77.16663617,492,Delhi,14-Aug-19,26-Dec-19,7-Aug-42
VIM-494,Evy Mobility,72.72085504,60.44578008,28.51711153,77.2536064,493,Delhi,24-Aug-19,3-Jan-20,4-Dec-40
VIM-495,Qquick,75.55904916,34.58605712,28.65000854,77.2309368,494,Delhi,23-Sep-19,17-Jan-20,14-Oct-40
VIM-496,Vogo,69.95868662,88.69239244,28.9732144,77.07571283,495,Delhi,27-Aug-19,11-Dec-19,16-Oct-41
VIM-497,Napino-Bajaj,77.32072824,8.733140389,28.87611843,76.89536435,496,Delhi,8-Jan-20,12-Jan-20,21-Sep-41
VIM-498,Q.Te Bikes,79.28660063,53.0008202,28.67012401,77.36060316,497,Delhi,2-Nov-19,12-Dec-19,31-Aug-41
VIM-499,Campus Share,81.90017065,34.36102015,28.60088951,77.213543,498,Delhi,2-Dec-19,28-Jan-20,13-Sep-43
VIM-500,Kerala Automotive Limited,78.53603448,90.16252435,28.66192302,77.07405575,499,Delhi,30-Sep-19,7-Jan-20,3-Oct-42
VIM-501,Evy Mobility,77.81560282,62.97192604,13.00241157,77.41821986,500,Bangalore,31-Aug-19,16-Jan-20,12-Sep-43
VIM-502,Bounce Share,78.55981372,26.94210532,12.87176319,77.91510972,501,Bangalore,23-Aug-19,21-Dec-19,2-Nov-44
VIM-503,Vecmocon Technologies,70.83153177,99.03684503,13.01898589,77.73164722,502,Bangalore,31-Aug-19,24-Dec-19,29-Dec-40
VIM-504,Qquick,71.2391438,0.736832027,13.01654421,77.9096267,503,Bangalore,13-Dec-19,22-Jan-20,15-Feb-41
VIM-505,Bounce Share,74.51160457,2.843028041,13.15799964,77.68284641,504,Bangalore,23-Nov-19,10-Dec-19,27-May-44
VIM-506,Q.Te Bikes,75.788703,48.67381264,13.16169467,77.75131068,505,Bangalore,27-Dec-19,8-Dec-19,12-Sep-40
VIM-507,Napino-Bajaj,71.06247025,84.17348235,13.1395533,77.97661437,506,Bangalore,7-Nov-19,22-Jan-20,11-Aug-43
VIM-508,Evy Mobility,78.8268898,22.5071231,12.77691818,77.9708297,507,Bangalore,17-Aug-19,11-Jan-20,19-Dec-41
VIM-509,Bounce Share,70.17902139,33.08582975,12.62983481,77.73814657,508,Bangalore,2-Jan-20,8-Dec-19,14-Jun-41
VIM-510,Vogo,72.63604791,71.11156236,12.59715683,77.5036169,509,Bangalore,1-Jan-20,29-Jan-20,6-Dec-44
VIM-511,Campus Share,71.5158895,25.77111335,13.31627529,77.90864289,510,Bangalore,9-Aug-19,21-Dec-19,12-Jun-44
VIM-512,Evy Mobility,75.68530011,39.54209782,12.61704496,77.37390427,511,Bangalore,5-Oct-19,2-Jan-20,29-Jun-44
VIM-513,Q.Te Bikes,79.39644064,2.262008851,13.05879407,77.67511438,512,Bangalore,10-Nov-19,7-Jan-20,25-Jul-43
VIM-514,Vecmocon Technologies,73.4987397,77.27487287,13.32623427,77.86038464,513,Bangalore,31-Jul-19,8-Dec-19,13-Sep-41
VIM-515,Vecmocon Technologies,79.85605282,0.998846279,12.67342499,77.80000942,514,Bangalore,5-Dec-19,17-Dec-19,24-May-41
VIM-516,Napino-Bajaj,77.86216088,40.47427426,12.58637972,77.95727288,515,Bangalore,2-Nov-19,26-Dec-19,17-Feb-42
VIM-517,Vogo,73.40004355,24.33140381,12.63735139,77.3170262,516,Bangalore,17-Jan-20,4-Dec-19,26-Jan-42
VIM-518,Napino-Hero,77.83969179,92.3678924,12.77072208,77.3548331,517,Bangalore,19-Nov-19,21-Dec-19,13-May-41
VIM-519,Vecmocon Technologies,81.82464893,5.83066094,12.59373536,77.8003338,518,Bangalore,13-Nov-19,9-Jan-20,17-Nov-44
VIM-520,Vecmocon Technologies,77.8855743,22.0374372,12.74769254,77.79649357,519,Bangalore,24-Aug-19,13-Jan-20,15-Jan-43
VIM-521,Bounce Share,74.09367739,94.8126021,13.17639829,77.53493347,520,Bangalore,22-Dec-19,11-Dec-19,15-Dec-44
VIM-522,Evy Mobility,71.25542832,69.07859869,13.28191944,77.82471757,521,Bangalore,2-Nov-19,22-Dec-19,30-Aug-41
VIM-523,Vecmocon Technologies,70.65188399,0.305382378,12.73602101,77.44771476,522,Bangalore,11-Oct-19,7-Jan-20,21-Nov-40
VIM-524,Evy Mobility,72.56151181,73.95282146,12.7187421,77.31205662,523,Bangalore,5-Sep-19,22-Dec-19,30-Sep-40
VIM-525,Qquick,74.06470728,98.83716001,13.01509348,77.7747182,524,Bangalore,14-Dec-19,25-Jan-20,18-Sep-43
VIM-526,Vogo,73.08404283,83.63414223,12.84054198,77.87751355,525,Bangalore,8-Oct-19,17-Dec-19,2-Nov-42
VIM-527,Bounce Share,81.01629073,12.41257628,13.16573122,77.65976179,526,Bangalore,15-Nov-19,4-Jan-20,7-Sep-44
VIM-528,Qquick,77.99894925,35.71959837,12.67024154,77.37434755,527,Bangalore,12-Aug-19,28-Dec-19,7-Dec-42
VIM-529,Kerala Automotive Limited,74.61488239,20.21782683,12.76748524,77.61883482,528,Bangalore,20-Dec-19,4-Dec-19,14-Dec-43
VIM-530,Evy Mobility,77.16648052,51.00035914,13.27750996,77.96147293,529,Bangalore,22-Nov-19,14-Jan-20,3-Mar-44
VIM-531,Kerala Automotive Limited,74.50557393,28.83618325,13.06710845,77.72137157,530,Bangalore,14-Nov-19,8-Jan-20,7-Mar-44
VIM-532,Campus Share,79.15965972,41.15072808,13.30353168,77.32174896,531,Bangalore,26-Oct-19,23-Dec-19,13-Jun-42
VIM-533,Evy Mobility,78.82005009,32.98915653,12.76076926,77.50951055,532,Bangalore,9-Dec-19,7-Jan-20,13-Aug-43
VIM-534,Napino-Hero,69.7257711,47.79887619,12.70935786,77.82651931,533,Bangalore,3-Oct-19,15-Dec-19,31-May-41
VIM-535,Evy Mobility,77.53051628,77.3697631,12.765525,77.56515316,534,Bangalore,21-Nov-19,17-Dec-19,30-May-44
VIM-536,Campus Share,74.72378355,57.78187551,12.91005433,77.78139279,535,Bangalore,31-Jul-19,11-Dec-19,28-Jul-41
VIM-537,Evy Mobility,72.03196276,21.55493932,12.96800889,77.42318314,536,Bangalore,2-Aug-19,6-Dec-19,16-Aug-40
VIM-538,Evy Mobility,79.00536547,89.08188046,12.8276779,77.25828067,537,Bangalore,21-Nov-19,9-Dec-19,31-Dec-40
VIM-539,Napino-Hero,71.56964586,58.58300807,12.69795484,77.83203854,538,Bangalore,9-Nov-19,13-Dec-19,12-Oct-40
VIM-540,Q.Te Bikes,80.72020345,47.92427524,12.94524844,77.74481979,539,Bangalore,27-Oct-19,28-Jan-20,15-Mar-41
VIM-541,Napino-Hero,78.61490412,51.19669081,13.19875742,77.73029077,540,Bangalore,5-Sep-19,16-Dec-19,8-Jun-41
VIM-542,Bounce Share,76.16140016,92.24323374,12.88352835,77.80043997,541,Bangalore,6-Dec-19,1-Feb-20,10-Oct-41
VIM-543,Campus Share,78.6486582,91.95286911,12.64790167,77.64002099,542,Bangalore,11-Nov-19,19-Dec-19,16-Apr-42
VIM-544,Bounce Share,80.23476151,27.69439172,13.12638125,77.89793916,543,Bangalore,1-Aug-19,2-Dec-19,1-Mar-42
VIM-545,Campus Share,69.33600561,67.93697861,12.9990887,77.66448033,544,Bangalore,20-Jan-20,27-Dec-19,13-Mar-42
VIM-546,Vecmocon Technologies,69.56856038,97.60367289,12.83833193,77.73485042,545,Bangalore,14-Sep-19,13-Dec-19,10-Nov-40
VIM-547,Q.Te Bikes,76.76310567,84.19488672,13.05277183,77.9426019,546,Bangalore,15-Nov-19,10-Dec-19,25-Jan-44
VIM-548,Q.Te Bikes,69.85236087,7.636275661,12.96023003,77.48669762,547,Bangalore,16-Jan-20,12-Dec-19,4-Jul-43
VIM-549,Bounce Share,79.5026854,0.847879233,13.13089778,77.20487584,548,Bangalore,8-Jan-20,17-Dec-19,10-May-41
VIM-550,Q.Te Bikes,78.35209604,60.84431654,13.02895462,77.68925204,549,Bangalore,3-Jan-20,16-Dec-19,29-Sep-42
VIM-551,Vogo,73.07180815,36.7582275,13.15310364,77.40645955,550,Bangalore,5-Sep-19,20-Dec-19,9-Feb-41
VIM-552,Campus Share,74.9770299,59.43254648,12.97203332,77.50229728,551,Bangalore,29-Sep-19,29-Dec-19,5-Aug-41
VIM-553,Campus Share,69.7058103,68.90946255,13.21365657,77.57495842,552,Bangalore,1-Oct-19,5-Jan-20,5-Aug-44
VIM-554,Vecmocon Technologies,70.86878945,19.75842455,12.8180456,77.52744945,553,Bangalore,26-Nov-19,18-Dec-19,10-Sep-40
VIM-555,Kerala Automotive Limited,76.05658005,49.52151156,13.08611042,77.79560421,554,Bangalore,16-Jan-20,23-Jan-20,10-May-44
VIM-556,Vogo,73.57216309,86.0828008,12.6648137,77.55284402,555,Bangalore,21-Dec-19,11-Dec-19,14-Dec-40
VIM-557,Napino-Bajaj,71.68358745,89.32991088,12.9617442,77.74340508,556,Bangalore,30-Aug-19,10-Jan-20,17-Dec-42
VIM-558,Bounce Share,75.57568941,3.007341874,12.74577483,77.95781879,557,Bangalore,29-Jan-20,19-Dec-19,24-Jun-44
VIM-559,Qquick,74.33323651,2.75285864,12.97203021,77.88402572,558,Bangalore,13-Sep-19,20-Jan-20,29-Dec-40
VIM-560,Bounce Share,70.02880882,59.55510124,13.2303231,77.21534857,559,Bangalore,30-Dec-19,14-Dec-19,10-Nov-41
VIM-561,Napino-Hero,70.70198587,5.72697281,13.34892011,77.73488623,560,Bangalore,16-Nov-19,26-Dec-19,22-Oct-44
VIM-562,Qquick,72.47460045,37.73942626,13.36251006,77.68105288,561,Bangalore,26-Nov-19,10-Jan-20,26-Dec-42
VIM-563,Qquick,78.53012123,10.22357449,13.30978591,77.42887797,562,Bangalore,3-Nov-19,29-Jan-20,26-May-42
VIM-564,Kerala Automotive Limited,78.38000331,77.93985229,13.29623029,77.48956542,563,Bangalore,1-Aug-19,22-Dec-19,2-Dec-42
VIM-565,Napino-Hero,80.61426741,45.89552059,12.62582562,77.94985432,564,Bangalore,1-Oct-19,15-Jan-20,15-Dec-42
VIM-566,Napino-Hero,79.16001465,9.97021323,12.77107795,77.71362047,565,Bangalore,17-Aug-19,30-Dec-19,23-Feb-43
VIM-567,Qquick,75.57905853,1.681647201,12.74667722,77.96381313,566,Bangalore,5-Aug-19,18-Dec-19,10-Nov-44
VIM-568,Qquick,70.15495932,60.27171396,13.02821548,77.39375846,567,Bangalore,4-Sep-19,3-Dec-19,23-Sep-40
VIM-569,Evy Mobility,75.18894025,92.66017528,12.72528084,77.40810325,568,Bangalore,19-Jan-20,16-Dec-19,10-Dec-42
VIM-570,Vecmocon Technologies,78.62813833,35.48318351,13.2543945,77.8562267,569,Bangalore,18-Aug-19,25-Jan-20,7-Sep-44
VIM-571,Q.Te Bikes,79.69376077,50.08067358,13.31339889,77.22175067,570,Bangalore,22-Jan-20,18-Dec-19,17-Apr-42
VIM-572,Vecmocon Technologies,79.87845339,71.80577707,13.09317495,77.30903907,571,Bangalore,26-Nov-19,7-Jan-20,3-Nov-42
VIM-573,Q.Te Bikes,77.43140855,25.76430663,13.12498791,77.75286415,572,Bangalore,29-Jan-20,24-Jan-20,10-Apr-44
VIM-574,Campus Share,78.03822945,90.82433846,12.87266892,77.2925246,573,Bangalore,8-Jan-20,8-Dec-19,18-Dec-43
VIM-575,Q.Te Bikes,75.48502708,90.15335258,13.06486965,77.90952439,574,Bangalore,26-Oct-19,28-Dec-19,11-Sep-43
VIM-576,Evy Mobility,77.67816526,32.78027659,13.14911656,77.68292897,575,Bangalore,24-Aug-19,14-Jan-20,27-Dec-42
VIM-577,Vogo,71.95225614,75.33235465,12.91722413,77.32790781,576,Bangalore,30-Dec-19,20-Jan-20,10-Mar-44
VIM-578,Kerala Automotive Limited,74.17895825,13.4958198,12.65296998,77.32352327,577,Bangalore,1-Nov-19,21-Dec-19,13-Jun-43
VIM-579,Napino-Bajaj,81.24157833,38.76036334,13.22795518,77.67135368,578,Bangalore,30-Oct-19,19-Dec-19,2-Nov-42
VIM-580,Kerala Automotive Limited,72.93538902,20.95755929,13.00172049,77.40550915,579,Bangalore,22-Dec-19,19-Jan-20,13-Feb-41
VIM-581,Napino-Hero,76.24254949,32.08228245,12.7490347,77.40543131,580,Bangalore,16-Oct-19,11-Dec-19,7-May-41
VIM-582,Vecmocon Technologies,81.17433817,76.10456371,13.20034323,77.45952112,581,Bangalore,16-Sep-19,7-Dec-19,30-Oct-44
VIM-583,Q.Te Bikes,74.47220601,29.71834587,12.65631842,77.81711844,582,Bangalore,16-Nov-19,5-Jan-20,23-Nov-40
VIM-584,Q.Te Bikes,69.05519392,60.66134506,12.7668107,77.71878961,583,Bangalore,2-Oct-19,11-Dec-19,8-Sep-40
VIM-585,Napino-Bajaj,80.98027524,34.44247337,12.96333078,77.54881951,584,Bangalore,19-Sep-19,12-Jan-20,14-Aug-40
VIM-586,Vogo,77.7909405,37.90665237,13.2550346,77.39946519,585,Bangalore,6-Aug-19,2-Dec-19,31-Jan-44
VIM-587,Napino-Bajaj,69.05116539,83.35953878,13.1292587,77.5942211,586,Bangalore,16-Dec-19,30-Jan-20,20-Dec-41
VIM-588,Evy Mobility,76.53090904,7.326009972,13.34851775,77.20429012,587,Bangalore,25-Nov-19,9-Dec-19,15-Feb-41
VIM-589,Kerala Automotive Limited,69.34495132,5.976780758,12.96453793,77.46245303,588,Bangalore,19-Nov-19,24-Dec-19,30-Sep-40
VIM-590,Qquick,79.85238805,28.60413458,12.62988859,77.93525153,589,Bangalore,27-Aug-19,22-Dec-19,29-Oct-42
VIM-591,Vogo,79.65069292,3.553150905,12.71110222,77.48338999,590,Bangalore,14-Oct-19,24-Dec-19,12-Jul-44
VIM-592,Bounce Share,75.88770939,27.44818752,13.07558007,77.94720798,591,Bangalore,31-Dec-19,20-Jan-20,20-May-43
VIM-593,Napino-Bajaj,74.32703229,74.24023702,12.73001428,77.23692745,592,Bangalore,16-Oct-19,24-Dec-19,22-Apr-44
VIM-594,Q.Te Bikes,77.76995525,0.978757494,12.80257051,77.20622498,593,Bangalore,4-Oct-19,8-Dec-19,17-Oct-40
VIM-595,Evy Mobility,80.84559761,1.400526225,13.36310032,77.57021854,594,Bangalore,14-Aug-19,31-Jan-20,20-May-42
VIM-596,Evy Mobility,75.33636225,89.33971786,13.19254014,77.44226568,595,Bangalore,12-Sep-19,1-Feb-20,16-Nov-44
VIM-597,Evy Mobility,71.8768075,93.72572966,13.03005165,77.61692997,596,Bangalore,17-Nov-19,19-Jan-20,25-Oct-44
VIM-598,Q.Te Bikes,76.14086902,32.81684158,13.27578016,77.5601759,597,Bangalore,12-Nov-19,14-Jan-20,21-Aug-42
VIM-599,Kerala Automotive Limited,73.14891384,82.48638224,12.80872272,77.6533731,598,Bangalore,16-Nov-19,17-Jan-20,11-Aug-42
VIM-600,Napino-Bajaj,70.96251846,53.48811228,12.67487908,77.50693596,599,Bangalore,17-Oct-19,21-Jan-20,8-Aug-41
VIM-601,Q.Te Bikes,77.1404285,91.03207719,13.24991253,77.29837835,600,Bangalore,3-Dec-19,20-Dec-19,5-Oct-43
VIM-602,Bounce Share,74.62344128,14.04366509,12.84718167,77.46528441,601,Bangalore,20-Sep-19,28-Dec-19,25-Jul-42
VIM-603,Vecmocon Technologies,78.01000251,73.49207121,13.35873232,77.44497382,602,Bangalore,21-Oct-19,29-Dec-19,6-May-43
VIM-604,Evy Mobility,79.63409676,31.66754196,12.97494355,77.60612937,603,Bangalore,27-Oct-19,27-Dec-19,5-May-41
VIM-605,Vogo,77.39196491,91.34125786,13.03767677,77.78164872,604,Bangalore,8-Dec-19,25-Jan-20,8-Nov-42
VIM-606,Vogo,76.98546324,88.27470886,12.85220342,77.77787769,605,Bangalore,19-Jan-20,29-Dec-19,4-Nov-43
VIM-607,Napino-Hero,77.02592515,71.88944407,13.32336027,77.96898379,606,Bangalore,16-Sep-19,5-Dec-19,18-Nov-42
VIM-608,Vecmocon Technologies,76.28982397,55.2113276,13.00084037,77.57474105,607,Bangalore,14-Sep-19,2-Jan-20,12-Feb-44
VIM-609,Campus Share,73.36493848,16.49719934,13.14908068,77.24627906,608,Bangalore,23-Dec-19,7-Dec-19,25-Dec-44
VIM-610,Qquick,79.69942197,53.09165607,12.62462588,77.96893776,609,Bangalore,4-Aug-19,29-Jan-20,20-Nov-43
VIM-611,Kerala Automotive Limited,76.39756124,43.36287888,12.66218078,77.37972645,610,Bangalore,18-Nov-19,14-Dec-19,11-Apr-41
VIM-612,Kerala Automotive Limited,70.23562665,73.74970845,12.87479674,77.45300654,611,Bangalore,21-Nov-19,9-Jan-20,13-Nov-41
VIM-613,Vogo,73.18310503,78.5981715,12.73292323,77.95024895,612,Bangalore,22-Oct-19,11-Dec-19,31-Dec-40
VIM-614,Kerala Automotive Limited,72.64943592,1.552654053,13.32596476,77.52716564,613,Bangalore,13-Sep-19,2-Dec-19,24-Jun-41
VIM-615,Vecmocon Technologies,73.64125304,10.03349037,12.75806857,77.33927285,614,Bangalore,20-Dec-19,11-Dec-19,19-Mar-43
VIM-616,Vecmocon Technologies,72.95140229,39.33977067,13.19667373,77.5573719,615,Bangalore,1-Sep-19,21-Dec-19,28-Jun-43
VIM-617,Vogo,70.07347038,95.83367217,12.99993552,77.8399724,616,Bangalore,29-Aug-19,13-Dec-19,13-May-43
VIM-618,Qquick,72.42923727,39.13158044,13.26268402,77.41949843,617,Bangalore,23-Aug-19,27-Jan-20,15-Feb-41
VIM-619,Q.Te Bikes,81.16283291,92.43792254,13.00782607,77.95494729,618,Bangalore,7-Nov-19,30-Dec-19,24-Apr-41
VIM-620,Kerala Automotive Limited,74.90102188,17.40915612,13.2001751,77.39573058,619,Bangalore,8-Aug-19,6-Dec-19,17-Sep-44
VIM-621,Kerala Automotive Limited,70.78040761,72.74410201,12.64330244,77.33111183,620,Bangalore,30-Nov-19,5-Dec-19,22-Jul-43
VIM-622,Napino-Hero,69.33394724,11.78620058,13.21136494,77.60607563,621,Bangalore,14-Aug-19,24-Dec-19,9-Nov-44
VIM-623,Vecmocon Technologies,74.59742365,65.39761013,13.08309356,77.47175166,622,Bangalore,6-Oct-19,25-Dec-19,15-Oct-40
VIM-624,Vogo,78.67204226,95.36857982,12.76363383,77.93286894,623,Bangalore,15-Sep-19,21-Dec-19,13-Jan-43
VIM-625,Kerala Automotive Limited,78.06299464,0.509972936,12.87410925,77.4462431,624,Bangalore,2-Jan-20,17-Dec-19,8-Dec-43
VIM-626,Evy Mobility,72.25591342,59.81921217,13.28294508,77.61204922,625,Bangalore,8-Dec-19,27-Dec-19,10-Apr-41
VIM-627,Q.Te Bikes,79.44311961,57.61296367,13.02376032,77.67052752,626,Bangalore,20-Dec-19,6-Dec-19,28-Oct-41
VIM-628,Vecmocon Technologies,71.73200332,12.93313254,12.76860257,77.39529142,627,Bangalore,27-Nov-19,22-Jan-20,5-Oct-40
VIM-629,Bounce Share,81.71174105,40.96495395,13.36938467,77.39354095,628,Bangalore,31-Jan-20,16-Dec-19,18-Feb-44
VIM-630,Bounce Share,72.06888162,35.08400645,13.11716039,77.614218,629,Bangalore,19-Aug-19,12-Jan-20,23-Nov-44
VIM-631,Vecmocon Technologies,75.78643677,46.22107239,13.12705865,77.98879911,630,Bangalore,30-Nov-19,30-Jan-20,15-Jun-41
VIM-632,Qquick,81.73733243,7.643347485,12.79591619,77.33255103,631,Bangalore,28-Aug-19,21-Dec-19,30-May-44
VIM-633,Napino-Bajaj,76.10831735,29.44130399,12.59721649,77.91524935,632,Bangalore,19-Dec-19,28-Dec-19,1-Jan-41
VIM-634,Bounce Share,78.9428299,39.37904924,12.77461369,77.63763767,633,Bangalore,29-Sep-19,14-Dec-19,6-Dec-41
VIM-635,Q.Te Bikes,80.19325465,19.95391097,12.95302755,77.70730099,634,Bangalore,7-Nov-19,15-Jan-20,20-Aug-40
VIM-636,Bounce Share,71.23567762,10.04897174,13.34718984,77.82867622,635,Bangalore,26-Sep-19,16-Dec-19,9-Dec-42
VIM-637,Q.Te Bikes,74.52930478,50.55485669,13.35208377,77.29991475,636,Bangalore,26-Dec-19,4-Jan-20,25-Nov-44
VIM-638,Campus Share,81.24368467,96.32010977,13.23262283,77.91157524,637,Bangalore,14-Jan-20,8-Jan-20,13-Jun-43
VIM-639,Vogo,74.22602812,40.38815327,13.04120314,77.69319755,638,Bangalore,23-Dec-19,1-Feb-20,21-Jun-44
VIM-640,Bounce Share,70.99732719,82.44491092,12.95366341,77.85937963,639,Bangalore,12-Nov-19,17-Jan-20,29-Jun-43
VIM-641,Napino-Bajaj,70.02334693,36.36080559,13.15923946,77.47186138,640,Bangalore,8-Nov-19,1-Feb-20,9-Mar-41
VIM-642,Bounce Share,81.0364706,98.05353041,13.12987322,77.5107496,641,Bangalore,18-Dec-19,15-Dec-19,4-Oct-41
VIM-643,Vogo,73.604289,84.8777805,12.59913991,77.88008097,642,Bangalore,1-Oct-19,27-Dec-19,26-Feb-44
VIM-644,Napino-Bajaj,80.61935207,49.06264242,12.64410755,77.77009528,643,Bangalore,29-Oct-19,6-Dec-19,30-Mar-41
VIM-645,Vecmocon Technologies,71.63507106,29.934766,13.29953634,77.43527281,644,Bangalore,15-Sep-19,29-Jan-20,17-Feb-41
VIM-646,Campus Share,69.1020525,91.22706237,12.88233853,77.20616156,645,Bangalore,23-Dec-19,8-Jan-20,23-Nov-40
VIM-647,Campus Share,71.67404864,49.45418486,12.89091136,77.82631682,646,Bangalore,22-Oct-19,16-Dec-19,1-Oct-41
VIM-648,Vecmocon Technologies,77.15525116,24.22323158,12.82391372,77.77031011,647,Bangalore,18-Sep-19,12-Jan-20,19-Jul-44
VIM-649,Qquick,80.46497581,78.53412038,12.92181494,77.51619146,648,Bangalore,22-Jan-20,24-Jan-20,13-Jun-42
VIM-650,Bounce Share,70.38360728,22.36973483,12.9377654,77.40222443,649,Bangalore,9-Sep-19,4-Dec-19,3-Jan-44
VIM-651,Napino-Bajaj,81.14238941,94.40804708,12.75717928,77.70747616,650,Bangalore,16-Aug-19,21-Dec-19,30-May-44
VIM-652,Kerala Automotive Limited,75.33150477,27.03205662,13.00963138,77.35600377,651,Bangalore,9-Sep-19,26-Jan-20,14-Jul-44
VIM-653,Campus Share,81.59666287,93.01792634,13.15761517,77.81794056,652,Bangalore,7-Aug-19,30-Jan-20,24-May-42
VIM-654,Q.Te Bikes,76.80917995,75.43710581,13.19077586,77.57159496,653,Bangalore,19-Oct-19,20-Jan-20,8-Aug-43
VIM-655,Kerala Automotive Limited,80.92875873,54.7974023,12.73963756,77.43879642,654,Bangalore,20-Jan-20,31-Dec-19,22-Jun-44
VIM-656,Bounce Share,77.24665347,88.14504832,12.81613652,77.82231764,655,Bangalore,17-Sep-19,26-Dec-19,7-Nov-42
VIM-657,Q.Te Bikes,79.31287019,42.10932852,12.98638999,77.79015639,656,Bangalore,11-Aug-19,16-Jan-20,2-Nov-42
VIM-658,Napino-Bajaj,74.61646027,80.05198358,12.9712595,77.3967813,657,Bangalore,8-Oct-19,19-Dec-19,21-Jun-42
